d1;d2;d3;d4;d5;d6;res
1.414213562;15.65247584;106.8877916;16.15549442;106.9626103;121.6223664;-1
27.85677655;56.75385449;70.26378868;29.27456234;77.07788269;97.75479528;-1
0;0;140.0071427;0;140.0071427;140.0071427;-1
111.8302285;5.656854249;6.32455532;106.2544117;117.889779;11.66190379;-1
134.3577314;123.745707;130.1153335;10.81665383;4.242640687;6.708203932;-1
31.01612484;35;125;12.52996409;95.58765611;99.24716621;-1
2.236067977;3.16227766;115.974135;1;113.8463877;113.137085;-1
8.062257748;7;46.87216658;1.414213562;47.01063709;46.04345773;-1
24.08318916;9.486832981;84.85281374;21.02379604;89.55445271;93.43446901;-1
50.03998401;50.48762225;50.6359556;5;6;1;-1
76.02631123;14.31782106;10.77032961;82.73451517;85.27602242;8.062257748;-1
115.2085066;16.97056275;25.49509757;113.8463877;92.6984358;21.40093456;-1
124.2014493;8.062257748;12;129.9576854;131.7952958;4.123105626;-1
1.414213562;21.21320344;1.414213562;19.79898987;0;19.79898987;-1
63.89053138;5.099019514;14.76482306;61.6116872;70.71067812;12.16552506;-1
35.22782991;22.84731932;94.75230868;57.48912941;70.66116331;116.2755348;-1
2;7;55.03635162;5;54.23098745;52.49761899;-1
120.2081528;1;2;119.503138;121.6305883;2.236067977;-1
50.009999;50.009999;50.009999;0;0;0;-1
50.15974482;50.03998401;50.009999;2;3;1;-1
50.99019514;66.12866247;50.6359556;17.69180601;2;19.20937271;-1
104.7377678;6.708203932;13.89244399;102.5524256;101.5332458;7.211102551;-1
122.2006547;26.2488095;26.01922366;119.0965994;140.0071427;22.84731932;-1
85.21150157;98.08159868;82.00609733;13.89244399;24.20743687;26.17250466;-1
140.0071427;21.02379604;41.43669871;126.8227109;104.0432602;40.60788101;-1
46.32493929;15.29705854;39.3192065;31.04834939;70.71067812;46.5188134;-1
10.63014581;2.236067977;4.472135955;8.602325267;6.708203932;2.236067977;-1
132.2308587;6.403124237;51;138.5929291;84.62860037;56.93856338;-1
9.055385138;34.71310992;55.90169944;38.48376281;47.50789408;82.03657721;-1
35.77708764;17;92.63368718;39.20459157;127.1416533;89.30845425;-1
50.009999;17.02938637;2.236067977;56.82429058;50.6359556;19;-1
20.09975124;35;86.83893136;20.61552813;98.2903861;92.64987858;-1
56.93856338;54.70831747;50.53711507;108.1896483;103.247276;5.385164807;-1
53.00943312;58.03447251;50.08991915;5.099019514;3.605551275;8.062257748;-1
12.36931688;7;127.1416533;5.830951895;120.2164714;121.8277472;-1
1;2;50.009999;1;50.03998401;50.08991915;-1
11.70469991;16.1245155;117.3797257;18.24828759;122.7884359;133.0037593;-1
9.433981132;3.605551275;3.605551275;6.32455532;5.830951895;1.414213562;-1
82.80096618;95.67131231;100.124922;14.31782106;27.07397274;16.1245155;-1
68.62215386;83.48652586;70.72481884;14.86606875;12.04159458;18.11077028;-1
50.21951812;42.19004622;64.88451279;9.899494937;104.995238;95.13148795;-1
86.83893136;46.04345773;22;54.12023651;76.32168761;50.15974482;-1
50.009999;50.009999;50.009999;0;0;0;-1
0;4;50.48762225;4;50.48762225;50.08991915;-1
50.24937811;2;3.605551275;50.08991915;47.09564736;3;-1
110.3086579;13.41640786;10.44030651;97.67292358;105.7591604;15.5241747;-1
67.94115101;60.03332408;18.60107524;126.5069168;86.2670273;41.59326869;-1
8.602325267;3.605551275;74.24957912;12.04159458;82.73451517;70.71067812;-1
9.899494937;31.95309062;83.48652586;23.34523506;82.21921916;69.89277502;-1
27.01851217;42.44997055;124.2014493;30.2654919;104.6900186;82.09750301;-1
75.61084578;20.51828453;7.810249676;58.05170109;72.01388755;21.54065923;-1
0;0;50.009999;0;50.009999;50.009999;-1
104.6518036;27.58622845;6;132.2308587;108.9770618;23.60084744;-1
3.16227766;3.16227766;137.1787156;4.472135955;134.3577314;138.6217876;-1
50.08991915;74.33034374;79.37883849;104.6613587;108.9036271;5.099019514;-1
60.07495318;5.656854249;10.04987562;56.43580424;50.03998401;7.810249676;-1
140.0071427;69.29646456;69.29646456;70.71067812;70.71067812;0;-1
63.1585307;76.32168761;50.009999;13.34166406;25.29822128;34.20526275;-1
82.00609733;50.28916384;26.40075756;110.0181803;80.32434251;76.55063684;-1
18.24828759;16.64331698;66.75327707;7.211102551;48.50773134;52.0096145;-1
105.394497;114.5512986;104.8618138;24.04163056;39.59797975;21.58703314;-1
52.20153254;1.414213562;14.03566885;52.81098371;59.36328832;15;-1
70.71067812;12.20655562;14.86606875;82.75868534;85.5628424;3.16227766;-1
50.15974482;50.009999;16.4924225;3;34;34.13209633;-1
57.98275606;40.70626487;27.65863337;97.61659695;85.58621384;18.11077028;-1
35.51056181;35.90264614;79.84985911;2;94.06912352;92.63368718;-1
61.91122677;7.615773106;30.47950131;63.41135545;91.40021882;28.01785145;-1
114.6342008;28.46049894;29.12043956;139.3018306;139.3018306;1.414213562;-1
137.2078715;3.16227766;29;140.014285;118.0042372;30.14962686;-1
95.18928511;47.16990566;55.47071299;113.7189518;108.240473;14.14213562;-1
113.2077736;99.47864092;103.6194962;14.14213562;67.41661516;65.76473219;-1
4.123105626;1.414213562;68.59300256;3;72.13875519;70.00714249;-1
128.8875479;106.780148;75.58438992;37.12142239;67.41661516;67.26812024;-1
72.71863585;2;30.8058436;71.02112362;96.87620967;31.32091953;-1
121.6059209;19.31320792;13.60147051;112.4322018;108.853112;12.08304597;-1
96.21330469;98.27003612;71.58910532;11.3137085;29.42787794;37.12142239;-1
118.1905242;37;38.07886553;141.4213562;135.2072483;9;-1
101.8233765;118.8023569;93.30058949;17.02938637;47.16990566;55.14526272;-1
105.5509356;25;13.45362405;81.21576202;92.19544457;11.66190379;-1
50.03998401;50.009999;50.009999;1;1;0;-1
109.7861558;94.06912352;90.42676595;17.72004515;26.07680962;9.486832981;-1
120;87.20665112;79.64923101;33.54101966;47.07440918;16.76305461;-1
94.04786016;70.49113419;50.24937811;30.59411708;64.03124237;33.52610923;-1
55.4616985;56.08029957;60;106.8877916;97.75479528;31.38470965;-1
70.71067812;0;9.219544457;70.71067812;79.906195;9.219544457;-1
1.414213562;16.97056275;34.05877273;18.38477631;35.4682957;17.20465053;-1
3.605551275;38.63935817;140.7160261;35.35533906;137.1787156;110.941426;-1
87.658428;27.80287755;15;59.9082632;100.3444069;40.71854614;-1
23;65.06919394;70.71067812;51;88.48163651;135.7718675;-1
52.40229003;16.15549442;113.2077736;49.24428901;64.51356447;104.4844486;-1
57.98275606;64.44377394;90.69729875;12.04159458;32.80243893;28.16025568;-1
112.0714058;33.37663854;23.76972865;137.1787156;131.0457935;10.04987562;-1
74.70609078;37.57658846;28.01785145;50.009999;51.41984053;11;-1
126.574089;116.7261753;121.0165278;10.77032961;7.071067812;9.486832981;-1
130.8166656;7.810249676;4.123105626;123.0447073;128.724512;7.071067812;-1
70.83078427;44.41846463;19.23538406;111.9464158;90.04998612;29.61418579;-1
94.04786016;21.09502311;26.01922366;111.0405331;113.2254388;5.830951895;-1
64.66065264;60.14149982;42.57933771;124.5230902;100.6876358;34.05877273;-1
40.49691346;123.0447073;61.18823416;87.658428;52.83937925;80.32434251;-1
3.16227766;3;5.385164807;5;7.810249676;2.828427125;-1
50.35871325;2;1;50.15974482;50.48762225;3;-1
87.68124087;20.61552813;12.72792206;108.2081328;100.4091629;8.062257748;-1
77.83315489;7.615773106;9.899494937;84.85281374;78.10249676;10;-1
42.29657197;53.36665626;86.64871609;12.20655562;104.0624812;106.3014581;-1
112.1605991;13;19.41648784;99.82484661;101.3163363;11.40175425;-1
9.848857802;13.03840481;111.0405331;6.403124237;119.8540779;118.8276062;-1
20;50.53711507;108.240473;45.09988914;90.97252332;119.80818;-1
137.9021392;1.414213562;2.236067977;137.8876354;137.1787156;1;-1
20;8.062257748;103.247276;26.40075756;107.6475731;97.08243919;-1
102.4158191;15.26433752;73.40980861;89.88882022;96.20810777;76.57675888;-1
25.29822128;51.41984053;78.29431652;43.68065934;63.63961031;104.0096149;-1
18;18.78829423;132.321578;31.06444913;120.8014901;126.5069168;-1
29.27456234;35.44009029;91.83681179;14.86606875;113.8639539;108.6001842;-1
18.43908891;1.414213562;113.137085;17.02938637;113.2254388;113.1459235;-1
123.6001618;8.062257748;11;120.6150903;114.9782588;5.656854249;-1
109.2016483;99.03534723;70.71067812;15.13274595;40.31128874;28.42534081;-1
137.9021392;99.32774033;137.9021392;70.00714249;0;70.00714249;-1
135.764502;135.1036639;128.082005;3.605551275;9.219544457;7.211102551;-1
115.6243919;18.38477631;22.56102835;122.5765067;96.20810777;26.62705391;-1
15.62049935;26.40075756;114.4027972;10.81665383;114.5600279;117.034183;-1
108.1896483;12.04159458;19.72308292;99.24716621;104.8618138;12.08304597;-1
5.656854249;12.20655562;111.7228714;6.708203932;117.3797257;123.7618681;-1
17.2626765;11.3137085;117.2902383;14.2126704;102.5524256;116.6747616;-1
41.78516483;95.8801335;51.54609588;110.4219181;32.57299495;138.6001443;-1
50.24937811;4;4;50.009999;50.80354318;8;-1
124.4588285;7.280109889;8.602325267;130.8319533;132.9360749;3;-1
123.5556555;35.80502758;34.66987165;119.8165264;118.1524439;2;-1
105.3612832;21.84032967;5.385164807;86.83317338;100.448992;19.02629759;-1
136.4734406;133.6450523;91.78779875;3.16227766;61.18823416;58.05170109;-1
1.414213562;1.414213562;49.04079934;0;50.009999;50.009999;-1
122.2006547;26.87005769;53.22593353;121.2641744;70.71067812;51.03920062;-1
133.6600165;12.64911064;3.16227766;122.380554;135.0592463;13.03840481;-1
47.38143096;48.37354649;44.55333882;94.81033699;91.92388155;12.20655562;-1
137.2443077;3.16227766;4.472135955;138.6001443;138.5929291;1.414213562;-1
127.1416533;17.80449381;29.41088234;109.3434955;114.0175425;24.41311123;-1
126.1507035;137.1787156;138.6001443;14.14213562;16.1245155;2;-1
48.0416486;2;2;50.03998401;50.03998401;0;-1
70.71067812;14;22;81.21576202;87.658428;8;-1
97.30878686;5.656854249;37.65634077;96.9381246;72.44998275;41.10960958;-1
34.0147027;30.14962686;70.71067812;11.04536102;103.2327467;95.96353474;-1
121.823643;128.7012043;106.3014581;15.5241747;16.76305461;23.32380758;-1
19.23538406;19.10497317;31.144823;1;50.35871325;50.24937811;1
99.85990186;37.12142239;61.68468205;69.35416354;76.21679605;30.41381265;-1
99.03534723;58.30951895;18;49.39635614;87.658428;54.14794548;-1
95.13148795;68.79680225;107.8146558;36.12478374;12.72792206;46.57252409;-1
111.8033989;51.66236541;62.96824597;80.43009387;82.85529555;12.72792206;-1
23.02172887;1.414213562;108.4066419;22.09072203;90.52071586;108.2312339;-1
79.906195;70.21395873;72.89718787;16.03121954;25.63201124;11.3137085;-1
101.9117265;42.63801121;28.16025568;104.7854952;90.73588044;19.92485885;-1
26.01922366;31.90611227;122.3315168;18.02775638;106.2544117;91.43850392;-1
96.89685237;32.01562119;21.21320344;110.390217;94.06912352;17.4642492;-1
2.236067977;2.828427125;101.8331969;1;102.5329215;101.8331969;-1
128.5496013;14;24.0208243;118.1058847;111.8659913;10.04987562;-1
56.04462508;29.42787794;83.25863319;26.92582404;107.0747403;94.9210198;-1
117.5159564;13.60147051;41.01219331;106.0424443;92.28217596;39.56008089;-1
90.21086409;20.24845673;51.07837116;97.67292358;136.5613415;38.89730068;-1
68.68041933;45.17742799;111.3642672;67.23094526;77.38862966;135.0592463;-1
138.5929291;1.414213562;0;138.6001443;138.5929291;1.414213562;-1
115.1216748;7.810249676;36.35931793;113.0044247;104.4844486;28.65309756;-1
81.15417426;25.07987241;120.9297317;57.80138407;102.1077862;102.5914226;-1
2;2.828427125;48.16637832;2;50.15974482;50.03998401;-1
73.53910524;29.69848481;27.80287755;43.84062043;46.09772229;4.123105626;-1
48.01041554;42.10700654;127.7810628;62.24146528;96.89685237;103.0776406;-1
99.70456359;5;12.04159458;103.3247308;87.68124087;16.1245155;-1
65.7951366;99.70456359;55.03635162;44.38468204;43.56604182;52;-1
56.35601121;61.6116872;51.41984053;10;14;24;-1
21.84032967;44.72135955;98.18350167;23.08679276;115.6243919;133.056379;-1
62.76941931;47.51841748;111.4001795;87.4185335;96.13532129;84.40379138;-1
7.211102551;23.76972865;124.5230902;18.24828759;125.8967831;116.6061748;-1
22.84731932;23.2594067;110.3449138;1;89.27485648;88.52683209;-1
26;30.3644529;108.240473;9.486832981;122.4418229;117.5159564;-1
17.02938637;31.06444913;80.05623024;27;94.04786016;81.59656856;-1
135.0740538;134.3577314;132.2459829;3.605551275;5.099019514;2.236067977;-1
5.830951895;6.708203932;128.0039062;1;122.3315168;121.6223664;-1
129.4488316;26.68332813;62.20128616;107.2986486;89.88882022;36.01388621;-1
24.75883681;17.49285568;108.1896483;42.01190308;132.9360749;91.35097153;-1
27.20294102;26.40075756;60.03332408;43;54.91812087;86.28441342;-1
8.485281374;4.242640687;1.414213562;4.242640687;8.602325267;4.472135955;-1
96.16652224;10.81665383;20.88061302;98.85848471;107.6475731;30.01666204;-1
105.4751155;11.40175425;19.23538406;104.1393297;86.97700846;17.88854382;-1
86.97700846;88.48163651;90.13878189;16.97056275;18.43908891;2;-1
104.0432602;110.4355015;91.92388155;6.403124237;25;29.42787794;-1
27.65863337;19;85.21150157;18.11077028;57.68882041;70.71067812;-1
50.03998401;50.03998401;50.03998401;0;0;0;-1
24.08318916;11.3137085;94.76286192;35.38361203;70.71067812;106.0754448;-1
41.0487515;30;99.24716621;11.18033989;139.3018306;128.724512;-1
70.71067812;43.18564576;44.59820624;113.8639539;112.6454615;17.20465053;-1
136.4734406;3.605551275;2.236067977;137.2078715;135.7718675;2;-1
70.71067812;50.47771786;50.60632372;120.6150903;120.2538981;3.605551275;-1
122.3315168;17.08800749;5.656854249;106.9626103;116.6747616;12.16552506;-1
40.36087214;14.2126704;14.76482306;26.17250466;26.2488095;2.828427125;-1
110.317723;12.16552506;8.94427191;120.3411816;107.9351657;20.09975124;-1
90.90654542;49.09175083;31.40063694;138.6001443;121.6963434;17.88854382;-1
9.219544457;3.16227766;102.0049018;12.20655562;102.9271587;103.0776406;-1
89.73850901;81.60882305;12.20655562;73.08214556;82.28000972;69.4046108;-1
95.90099061;36;12.80624847;78.10889834;83.09632964;29.73213749;-1
86.68333173;9.219544457;39.96248241;86.97700846;125.1598977;38.18376618;-1
70.71067812;57.00877125;56.0357029;127.4754878;126.2537128;3.16227766;-1
109.6357606;40.36087214;32.52691193;69.4046108;77.4209274;8.062257748;-1
16;10.44030651;113.9517442;6.708203932;125.3195914;123.0365799;-1
71.11258679;15.8113883;14.31782106;74.81310046;75.80237463;2.236067977;-1
135.8307771;35.0142828;44.82186966;115.6027681;91.21951546;36.67424164;-1
35.34119409;57.30619513;126.8227109;46.61544808;115.2085066;70.71067812;-1
100.3444069;95.713113;99.2975327;6.32455532;7.810249676;12.36931688;-1
94.81033699;1.414213562;11.40175425;94.64142856;95.46203434;10;-1
45.96737974;51.85556865;88.45903006;8;134.4172608;140.014285;-1
26.17250466;36.40054945;133.2066064;35.77708764;115.1216748;101.5332458;-1
106.0754448;86.97700846;89.14033879;19.10497317;17.49285568;4.123105626;-1
92.02173656;1.414213562;21.09502311;91.96738552;76.21679605;20.22374842;-1
12.36931688;22.82542442;130.2305648;32.52691193;140.7160261;108.1896483;-1
100.4191217;91.43850392;81.49233093;12.04159458;30.01666204;31.01612484;-1
91.80958556;40.71854614;60.90155991;105.6834897;83.52245207;36.67424164;-1
99.85990186;13.60147051;56.08029957;104.3503713;81.54140053;48.66210024;-1
69.3108938;37.21558813;32.44996148;85.79627032;81.54140053;5.099019514;-1
33.10589071;54.34151268;128.9728654;23.08679276;97.62171889;85.23496935;-1
13.15294644;63.38769597;128.7012043;50.80354318;118.4440796;102.6157883;-1
118.8107739;18.43908891;28.46049894;100.4390362;130.2996546;39.3192065;-1
72.56031973;4;31.82766093;74.62573283;71.84705979;29.06888371;-1
51.86520992;50.80354318;50.80354318;39.96248241;39.96248241;0;0
97.02061637;0;1.414213562;97.02061637;98.04590761;1.414213562;-1
133.6450523;118.56222;87.96590248;18.43908891;82.29823813;78.77182237;-1
135.8307771;131.5294644;102.6157883;5.099019514;37.94733192;32.89376841;-1
116.0387866;13;41.43669871;103.5857133;82.80096618;29.01723626;-1
74.24957912;83.19254774;83.77350416;28.60069929;30.61045573;58.69412236;-1
132.9360749;125.1758763;113.137085;8.062257748;19.79898987;12.20655562;-1
70.71067812;65.29931087;70.71067812;8;0;8;-1
95.60334722;82.00609733;101.8331969;13.60147051;13.34166406;22.47220505;-1
52.77309921;27.29468813;89.30845425;60;109.1283648;62.20128616;-1
85.7554663;28.0713377;17.11724277;104.6613587;94.26027795;11.70469991;-1
45.17742799;92.00543462;49.40647731;66.21178143;25.49509757;91.1811384;-1
119.503138;14.2126704;2.828427125;133.6450523;119.5533354;14.76482306;-1
2.828427125;3.16227766;14.2126704;5.830951895;11.40175425;17.20465053;-1
73.24616031;51.41984053;51.7880295;118.224363;117.3243368;3.16227766;-1
59.05929224;71.19691005;46.87216658;125.1758763;85.58621384;46.81879964;-1
9.055385138;5.099019514;103.2375901;10.77032961;110.4536102;106.1508361;-1
79.64923101;8;24.0208243;73.59347797;95.90099061;25;-1
87.32124598;52.32590181;18.02775638;91.28526716;91.04943712;70.26378868;-1
3.16227766;11.3137085;107.4802307;14.2126704;108.9311709;108.0740487;-1
127.9882807;120.2081528;70.71067812;7.810249676;57.28001397;49.49747468;-1
139.3161871;139.3018306;115.6633045;1.414213562;37;36.01388621;-1
18.68154169;21.02379604;123.9072234;30.41381265;108.6001842;117.4436035;-1
67.72001181;15;12.16552506;53.48831648;73.8241153;20.80865205;-1
116.2841348;50.20956084;24.69817807;114.8259553;103.3247308;29.06888371;-1
120.2081528;138.6001443;77.62087348;26.07680962;68.00735254;74.33034374;-1
101.9117265;16.55294536;25.49509757;109.2886087;104.7091209;12.16552506;-1
12;17.88854382;82.00609733;8.94427191;72.86288493;75.92759709;-1
7;14;81.21576202;21;86.83893136;70.71067812;-1
21.09502311;51.07837116;69.52697318;34.05877273;83.40863265;117.4436035;-1
127.7810628;8.062257748;13;129.4488316;115.4339638;14.4222051;-1
7.071067812;127.2792206;7.071067812;134.3502884;0;134.3502884;-1
14.76482306;97.5807358;19.92485885;83.5463943;22.47220505;90.13878189;-1
55.71355311;11.40175425;2;65.2533524;53.85164807;13.34166406;-1
101.3163363;80.43009387;128.5496013;21.40093456;32.55764119;52.55473337;-1
69.35416354;90.50966799;71.86793444;21.40093456;13.45362405;26.17250466;-1
77.78174593;15.55634919;7.810249676;62.22539674;85.5628424;23.34523506;-1
103.8315944;136.4880947;95.18928511;48.16637832;19.02629759;67.18630813;-1
18;27.29468813;94.04786016;9.848857802;79.9812478;70.71067812;-1
130.1076477;2;45.45327271;131.5294644;84.95881355;46.75467891;-1
125.1758763;123.0447073;104.6613587;4.123105626;20.80865205;18.38477631;-1
5.099019514;8.94427191;103.247276;13.92838828;108.0462864;94.33981132;-1
140.014285;23.85372088;44.04543109;116.8460526;114.6123903;38.01315562;-1
99.03534723;70.71067812;95.04735662;28.42534081;74.09453421;65.06919394;-1
122.4132346;22.13594362;53.75872022;111.0180166;70.23531875;48.70318265;-1
117.3456433;53.23532662;54.23098745;94.53041838;94.42986816;1;-1
136.5173982;4.123105626;4;138.5929291;133.6450523;5;-1
140.7160261;3.16227766;2.828427125;137.8876354;137.8876354;1.414213562;-1
12.64911064;25;111.8033989;24.18677324;123.0447073;110.1135777;-1
42.72001873;25.07987241;95.01578816;23.70653918;136.4880947;114.2147101;-1
109.2931837;33.24154028;64.19501538;87.2811549;49.81967483;53.36665626;-1
10;12.08304597;89.62700486;5.099019514;95.77577982;92.6984358;-1
65.94694838;7;24.18677324;70.71067812;89.10667764;18.43908891;-1
80.9197133;10.29563014;15.5241747;90.60905032;88.6171541;10.81665383;-1
7.280109889;29.73213749;91.41662868;22.47220505;93.47726996;101.1780609;-1
81.27115109;125.8729518;93.92017888;47.88527958;27.20294102;58.00862005;-1
0;0;141.4213562;0;141.4213562;141.4213562;-1
86.2670273;1.414213562;28.65309756;84.85281374;114.1095964;30.01666204;-1
17.02938637;18.78829423;129.1897829;9;141.4213562;135.2072483;-1
109.1283648;110.3086579;90.80198236;33.83784863;26;52.77309921;-1
98.35141077;14.4222051;15.8113883;96.04686356;106.8316433;29.96664813;-1
30;48.83646179;59.9082632;67.68308504;76.53103945;11.66190379;-1
95.7183368;33.24154028;4.123105626;86.88498144;91.80958556;32.984845;-1
50.6359556;5;5;51.66236541;51.66236541;0;-1
52.81098371;16;83;50.009999;111.8033989;99;-1
72.12489168;0;2.236067977;72.12489168;74.24957912;2.236067977;-1
81.34494453;30.52867504;74.51845409;81.39410298;90.44335244;44.55333882;-1
105.8158778;87.32124598;68.09552114;21.9544984;37.73592453;21.02379604;-1
101.8233765;7.615773106;43.18564576;99.24716621;81.34494453;36.01388621;-1
98.22932352;17.02938637;17.20465053;108.2450923;114.6342008;11.40175425;-1
110.3449138;4;2;107.6289924;108.9770618;2;-1
127.6636205;1;16.1245155;128.4250754;140.0071427;16.03121954;-1
31.2409987;32.24903099;73.81734214;36.22154055;104.3503713;83.52843827;-1
3.16227766;16.03121954;123.7618681;17.4642492;126.574089;112.044634;-1
106.2167595;107.3545528;98.23441352;26.40075756;48.70318265;25;-1
17.4642492;17.2626765;89.10667764;27.29468813;73;99.80981916;-1
134.3502884;2.236067977;62.64183905;135.0740538;84.58132182;62.29767251;-1
13.60147051;4.123105626;125.1758763;9.899494937;111.7228714;121.6223664;-1
138.6001443;2;1;140.0071427;139.3018306;1;-1
105.8914539;87.32124598;60.81118318;18.60107524;45.79301257;27.29468813;-1
7.071067812;7.280109889;117.2902383;3;122.2006547;124.016128;-1
114.5512986;97.69339793;95.60334722;43.93176527;23.53720459;24.41311123;-1
20.61552813;83;118.224363;71.80529228;118.8023569;70.21395873;-1
7.615773106;16.76305461;101.8331969;24.35159132;108.9770618;87.20665112;-1
50.08991915;1;2;50.03998401;50.24937811;3;-1
14.31782106;72.9177619;118.8696765;68.60029154;114.2147101;45.96737974;-1
0;141.4213562;0;141.4213562;0;141.4213562;-1
11;7.615773106;116.8460526;5;124.4588285;123.794184;-1
