d1;d2;d3;d4;d5;d6;res
137.8876354;2.828427125;1;140.7160261;138.6001443;2.236067977;-1
50.03998401;0;1;50.03998401;50.08991915;1;-1
137.8876354;0;1;137.8876354;137.1787156;1;-1
3.605551275;38.07886553;111.4136437;41.48493703;111.8033989;126.574089;-1
0;1;137.8876354;1;137.8876354;137.1860051;-1
68.46897107;50.009999;50.08991915;19.31320792;18.68154169;2;-1
5;6.403124237;46.57252409;8.246211251;50.59644256;50.6359556;-1
78.5684415;81.46778504;70.83784299;3.16227766;7.810249676;10.63014581;-1
90.55385138;23.53720459;14.4222051;111.4001795;89.30845425;22.6715681;-1
30.6757233;33.24154028;75.71657678;19.23538406;101.8331969;91.60785992;-1
73.1641989;22;38.63935817;51.66236541;39.44616585;17.4642492;-1
83.63013811;10.19803903;32.20248438;74.95331881;82.73451517;26.40075756;-1
115.7454103;16.03121954;18;127.2792206;128.0039062;2.236067977;-1
140.7160261;2.236067977;3.16227766;140.014285;137.8876354;2.236067977;-1
15.13274595;15.03329638;35.05709629;1;50.15974482;50.08991915;-1
141.4213562;102.5329215;43.46262762;38.89730068;102.4158191;64.14047084;-1
4.472135955;11.04536102;75.66372975;15.29705854;71.42128534;84.50443775;-1
2;13.60147051;114.9782588;15.5241747;113.7013632;126.6214832;-1
50.08991915;2;1;50.009999;50.15974482;3;-1
5.099019514;3.605551275;5;5;4.123105626;2;-1
37.80211634;24.20743687;93.49331527;44.59820624;87.92041856;71.11258679;-1
70.71067812;70.71067812;70.71067812;0;0;0;-1
102.5524256;96.87620967;93.34880824;6.32455532;9.219544457;4.123105626;-1
107.8146558;29.12043956;31.6227766;133.056379;138.6217876;10.19803903;-1
99.72462083;66.84309987;90.02777349;33.60059523;13.03840481;26.92582404;-1
116.7261753;15.8113883;11.40175425;132.2308587;128.0039062;4.472135955;-1
45;45.01110974;132.2459829;1;104.7091209;105.5888252;-1
122.4948979;115.1216748;132.9360749;20.88061302;12.36931688;32.14031736;-1
62.20128616;53.74011537;37.33630941;115.6243919;80.95060222;51.0881591;-1
64.03124237;17;13;75.82216035;72.86288493;4;-1
101.2126474;38;75.59100476;70.71067812;87.55569656;45.45327271;-1
11.18033989;70.71067812;141.4213562;60.20797289;130.8625233;70.71067812;-1
119.9708298;6.403124237;44.27188724;126.3724654;103.8315944;48.05205511;-1
139.3161871;10.04987562;29.15475947;133.056379;122.6417547;19.10497317;-1
6.403124237;46.64761516;77.07788269;52.69724851;70.71067812;122.7884359;-1
10.19803903;1;118.3427226;10.04987562;109.6220781;117.686023;-1
136.4880947;3.16227766;31.144823;139.3018306;118.7139419;32;-1
39.05124838;15.8113883;75.82216035;23.34523506;114.5600279;91.24143795;-1
44.64302857;111.8033989;48.60041152;68.50547423;41.19465985;99.80981916;-1
67.00746227;10.04987562;15;72.83543094;81.56592426;10.19803903;-1
118.7939392;135.764502;107.4802307;16.97056275;11.3137085;28.28427125;-1
69.63476143;15.13274595;21;77.78174593;83.48652586;6.32455532;-1
4;4.123105626;135.7939616;1;138.5929291;137.8876354;-1
43.18564576;66.94027188;82.76472679;29.73213749;111.0180166;116.1077086;-1
108.6001842;5;66.2721661;113.6001761;74.04052944;70.06425622;-1
69.83552105;37.21558813;34.0147027;96.26006441;92.02173656;4.242640687;-1
10.81665383;8.062257748;97.9489663;10.19803903;95.48298278;90.02777349;-1
130.1153335;28.16025568;59.21148537;106.400188;101.8430165;60.20797289;-1
50.24937811;15.23154621;89.1571646;36.01388621;121.6305883;100.7223908;-1
131.552271;2.236067977;5;133.6899398;135.2072483;3.16227766;-1
83.67795409;109.658561;93.64827815;54.00925847;15.62049935;65.30696747;-1
113.8463877;28.28427125;28.28427125;99.32270637;92.65527508;8;-1
19.72308292;96.9381246;103.4794666;115.974135;122.3478647;7.280109889;-1
77.07788269;17.20465053;22.8035085;94.11163584;99.72462083;8;-1
50.32891813;20.80865205;20.80865205;70.71067812;70.71067812;0;-1
134.3502884;4.472135955;3.16227766;138.6001443;137.1860051;3.16227766;-1
53.71219601;17.02938637;59.93329626;64.44377394;78.18567644;75.27283707;-1
104.560987;22.13594362;38.60051813;92.63368718;85.21150157;16.4924225;-1
5.385164807;41.62931659;119.6035117;45.65084884;124.4829306;81.21576202;-1
18.86796226;79.64923101;20.61552813;98.4073168;3;100.2646498;-1
123.794184;11.3137085;9.055385138;123.9879026;118.56222;19.23538406;-1
84.05950273;80.28075735;72.11102551;10.81665383;34.43835072;23.76972865;-1
21.09502311;31.6227766;101.2126474;16.76305461;116.6747616;131.7118066;-1
51.19570294;12;67;55.03635162;92.64987858;55;-1
15.55634919;12.04159458;119.503138;3.605551275;103.9471019;107.4895344;-1
46.40043103;65.30696747;67.62396025;49.09175083;72.47068373;117.9237041;-1
1;3;136.4880947;4;135.7939616;138.5929291;-1
2.236067977;7.071067812;52.46903849;6.708203932;50.6359556;47.04253395;-1
1;0;140.0071427;1;140.7160261;140.0071427;-1
1;25.05992817;137.8876354;25.55386468;138.6001443;114.1095964;-1
3.605551275;19.02629759;80.62257748;22.02271555;81.46778504;67.42403132;-1
16.2788206;137.1860051;5;123.9879026;12;132.2308587;-1
0;0;141.4213562;0;141.4213562;141.4213562;-1
11.40175425;2;56.46237685;9.486832981;48.02082881;54.62600113;-1
0;0;50.009999;0;50.009999;50.009999;-1
3.16227766;1.414213562;121.6223664;2;118.8023569;120.2081528;-1
4.123105626;27.07397274;109.2016483;28.0713377;111.8302285;128.724512;-1
22.02271555;32.55764119;103.247276;50.60632372;120.2538981;70.71067812;-1
14.03566885;21;124.6314567;7.071067812;134.4693274;138.5929291;-1
135.7718675;135.7718675;134.3502884;0;2;2;-1
78.79086241;55.4616985;48.87739764;95.01578816;64.41273166;30.8058436;-1
90.52071586;84.64632302;73.59347797;10.04987562;17.49285568;16.03121954;-1
82.00609733;18;6.08276253;68.62215386;77.98717843;12.04159458;-1
31.04834939;25.49509757;74.63243263;29.96664813;90.21086409;100;-1
51.00980298;1.414213562;1.414213562;50.03998401;50.03998401;0;-1
44;31.38470965;105.3802638;23.34523506;81.34494453;102.859127;-1
111.6064514;31.25699922;36.138622;85.58621384;79.20858539;6.403124237;-1
49.25444142;1.414213562;1.414213562;50.15974482;50.15974482;0;-1
82.21921916;12.04159458;12.64911064;72.86288493;70.71067812;3;-1
19.10497317;7.071067812;125.8729518;18.68154169;111.8257573;120.2414238;-1
65.73431372;14.31782106;23.70653918;72.13875519;87.20665112;15.65247584;-1
96;11.04536102;138.6001443;95.63472173;99.00505038;130.2305648;-1
32.75667871;18.43908891;55.14526272;14.31782106;60;55.54277631;-1
75;28.0713377;13.03840481;95.77577982;84.17244205;15.03329638;-1
70.71067812;70.71067812;86.83893136;0;21;21;-1
15.62049935;28.28427125;70.71067812;12.80624847;86.27861844;98.99494937;-1
8.485281374;15.55634919;121.6223664;7.071067812;130.1076477;137.1787156;-1
12.20655562;16.15549442;96.9381246;13.92838828;100.20978;112.1605991;-1
120.3411816;123.0690863;132.2459829;8.94427191;14.31782106;9.219544457;-1
49.04079934;1;2.236067977;50.03998401;50.15974482;2;-1
1.414213562;4.472135955;90.09439494;3.16227766;90.93404203;93.77099765;-1
69.0651866;103.9471019;85.86617495;38.01315562;56.22277119;52.95280918;-1
4.472135955;2.828427125;0;4.472135955;4.472135955;2.828427125;-1
50.15974482;0;1;50.15974482;50.08991915;1;-1
2.236067977;1.414213562;7.071067812;3.605551275;9.219544457;5.656854249;-1
87.68124087;6.32455532;9.219544457;90.68627239;92.9569793;3;-1
82.00609733;108.2081328;92.59049627;29.73213749;18.38477631;35.6931366;-1
8.602325267;22.82542442;115;25.3179778;106.400188;120.3411816;-1
1.414213562;3.605551275;140.014285;3.605551275;140.0071427;136.4734406;-1
29.69848481;9;106.4048871;24.18677324;98.4073168;98.08669635;-1
2.236067977;3;54.40588203;2.828427125;54.08326913;51.54609588;-1
79.07591289;9.219544457;41.03656906;85.80209788;81.88406438;36.61966685;-1
66.60330322;18.35755975;2;84.14867795;65.29931087;20.1246118;-1
27.01851217;11;90.97252332;16.03121954;69.29646456;82.00609733;-1
141.4213562;2;0;140.014285;141.4213562;2;-1
4.472135955;2.828427125;132.9435971;6;131.552271;135.7718675;-1
120.2164714;122.3315168;113.8463877;2.236067977;6.403124237;8.485281374;-1
92.09777413;7.280109889;9.219544457;88.39117603;96.89685237;8.602325267;-1
16.15549442;42.42640687;113.137085;57.62811814;128.1444497;70.71067812;-1
127.9882807;13.15294644;26.01922366;120.7393888;110.2088926;30.46309242;-1
86.55634003;26.92582404;4.242640687;112.4322018;87.00574694;28.23118843;-1
25.01999201;6;50.15974482;25.49509757;25.49509757;50.99019514;-1
45.45327271;21.1896201;17.4642492;56.43580424;60.30754513;11.40175425;-1
22.56102835;113.8463877;37.64306045;95.4253635;45.27692569;101.9803903;-1
43.17406629;32.01562119;91.23595782;13.45362405;64.03124237;64.66065264;-1
141.4213562;0;0;141.4213562;141.4213562;0;-1
2;4;50.24937811;2;50.08991915;50.009999;-1
7;6.32455532;123.6931688;10.81665383;118.3427226;121.6059209;-1
48.16637832;3;2.828427125;51.15662225;50.03998401;2.236067977;-1
28.28427125;111.3642672;17.08800749;106.2167595;26.30589288;94.41398202;-1
14.31782106;23.34523506;69.64194139;36.35931793;83.93449827;50.08991915;-1
2.236067977;3.16227766;138.6001443;3.605551275;137.8876354;141.4213562;-1
51;41.48493703;78.4346862;13.92838828;86.83893136;91.24143795;-1
113.1459235;109.603832;90.73588044;4.123105626;31.25699922;30;-1
38.01315562;101.8233765;41.0487515;64.66065264;26;80.23091673;-1
1;27.78488798;108.240473;27.29468813;107.3545528;110.4536102;-1
46.01086828;9;107.7821878;46.69047012;70.71067812;112.1605991;-1
0;0;141.4213562;0;141.4213562;141.4213562;-1
94.36630755;14.14213562;9.486832981;105.3612832;98.2903861;7.071067812;-1
106.8877916;38;110.0181803;96.42095208;97.02061637;131.7118066;-1
1;139.3018306;0;138.5929291;1;139.3018306;-1
9.055385138;44.40720662;82.29216245;36.79673899;74.79304781;72.71863585;-1
13.15294644;48.46648326;140.014285;35.77708764;129.5569373;97.08243919;-1
42.42640687;31;70.71067812;30.01666204;113.137085;95.18928511;-1
27;17;50.009999;10;57.30619513;53.14132102;-1
75.58438992;56.61271942;52.92447449;21.26029163;120.2829996;99.15644205;-1
57.00877125;30.06659276;106.2308806;27.01851217;139.3018306;122.6417547;-1
37;13.92838828;88.00568163;27.80287755;120.2414238;92.63368718;-1
2;21.02379604;130.8166656;21.02379604;132.2308587;117.6137747;-1
21.09502311;19.41648784;97.61659695;8.602325267;89.27485648;97.83659847;-1
5;51.623638;115.5205609;55.31726674;119.3314711;64.03124237;-1
31.06444913;7.810249676;89.19641248;23.70653918;119.5198728;97;-1
15.29705854;27.20294102;16.15549442;14.76482306;3;12.20655562;-1
54.74486277;2;13.03840481;54.45181356;65.03076195;12.08304597;-1
5.099019514;46.75467891;123.7618681;49.51767361;126.589889;77.07788269;-1
87.23531395;6.08276253;38.27531842;81.49233093;67.80117993;33.10589071;-1
71.47027354;16.55294536;18.35755975;55.08175742;70.17834424;23.76972865;-1
50.24937811;26.2488095;3;71.51223672;50.6359556;24.04163056;1
1.414213562;2;52.63078947;1.414213562;53.36665626;52.17278984;-1
0;0;50.009999;0;50.009999;50.009999;-1
112.5388822;140.7160261;123.7618681;28.8444102;11.66190379;17.20465053;-1
26.2488095;26;67.88225099;12.20655562;94.06912352;92.45539465;-1
5.830951895;50.91168825;92.13576938;52.63078947;91.78779875;47.16990566;-1
75.45197148;36.12478374;13.89244399;102.3034701;70.71067812;32.64965543;-1
29;6.708203932;8.062257748;22.6715681;24.69817807;4.472135955;-1
10.19803903;18.02775638;89.80534505;8.062257748;81.46778504;73.87827827;-1
8.485281374;19.31320792;77.78174593;12.04159458;86.2670273;95.77577982;-1
102.7277957;98.23441352;122.4948979;7;23.53720459;30.41381265;-1
130.8166656;3.16227766;5;132.2459829;130.1768028;3;-1
104.1393297;38.89730068;43.8634244;65.4369926;60.30754513;5.385164807;-1
89.30845425;99.70456359;70.71067812;21.37755833;24;29;-1
71.50524456;59.61543424;70.29224708;25.07987241;10;32.57299495;-1
5;10;131.0457935;5;134.4172608;137.8876354;-1
8.602325267;42.19004622;125.1758763;39.62322551;123.9072234;84.50443775;-1
28.8444102;35.35533906;72.9177619;23.70653918;74.33034374;96.9381246;-1
18.60107524;4.472135955;115.1086443;14.2126704;97.75479528;111.2205017;-1
68.60029154;72.24956747;59.03388857;7.071067812;30.14962686;37.21558813;-1
2.236067977;4.472135955;1.414213562;3;1;3.16227766;-1
28.7923601;15.62049935;109.5901455;15;80.95060222;94.5409964;-1
9.219544457;16.76305461;97.08243919;9.055385138;87.86353055;82.03657721;-1
129.4179277;9.486832981;5;137.9021392;125.8729518;12.04159458;-1
85.21150157;17.2626765;1;79.20227269;86.02325267;17.11724277;-1
116.1077086;122.6417547;97.1699542;12;22.82542442;33.83784863;-1
2;3.16227766;38.89730068;3.16227766;37.48332963;36.12478374;-1
97.75479528;24.04163056;30.2654919;94.75230868;118.92855;24.69817807;-1
83.43860018;38.07886553;22.47220505;47.70744177;61.7170965;15.65247584;-1
93.33809512;100.4191217;68.0661443;7.211102551;54.00925847;60.07495318;-1
135.0592463;5;4.242640687;140.0071427;135.1036639;6.08276253;-1
77.3369252;88.48163651;94.33981132;24.69817807;21;37.80211634;-1
50.009999;0;0;50.009999;50.009999;0;-1
66;24;141.4213562;42;105.6219674;125.6025477;-1
83.09632964;83.23460819;88.60022573;21.9317122;44.59820624;22.6715681;-1
108.8944443;79.75587753;110.3086579;37.85498646;1.414213562;39.05124838;-1
74.46475676;37;52.08646657;94.79451461;107.6289924;15.29705854;-1
140.7160261;141.4213562;141.4213562;1;1;0;-1
125.8729518;140.0071427;125.1758763;14.2126704;1;15;-1
22.36067977;19.6468827;130.1768028;15.03329638;124.2014493;113.2784181;-1
86.40601831;60.7289058;64.49806199;65.19202405;23.19482701;46.04345773;-1
33.52610923;29.15475947;121.823643;8.602325267;91.21951546;92.9569793;-1
50.08991915;13.45362405;4;41.76122604;50.48762225;11.18033989;-1
34.23448554;38.18376618;87.6184912;31.78049716;61.03277808;91.24143795;-1
74.24957912;88.72992731;77.38862966;16.4924225;26.90724809;24.08318916;-1
5.385164807;125;66.85057965;120.4325537;67.08203932;106.976633;-1
90.27181177;19.41648784;11.40175425;73.55270219;84.14867795;10.63014581;-1
24.18677324;55.56977596;72.40165744;39.20459157;85.63293759;124.4588285;-1
96.89685237;33.24154028;52.35456045;73.59347797;112.1605991;42.75511665;-1
0;0;50.009999;0;50.009999;50.009999;-1
5;6.08276253;123.7618681;1.414213562;127.2870771;128.7012043;-1
26.62705391;12.08304597;109.7132626;17.4642492;135.764502;121.2641744;-1
70.71067812;52.69724851;36.12478374;122.7884359;98.00510191;47.51841748;-1
118.1905242;116.1034022;115.6762724;10.81665383;25.8069758;15;-1
16.03121954;19.20937271;89.87213139;11.04536102;101.6070864;94.66784037;-1
55.94640292;73.08214556;131.7118066;21.84032967;81.0061726;79.07591289;-1
25.63201124;14.56021978;84.59905437;20.61552813;59.36328832;75.02666193;-1
29.15475947;29.06888371;125.1598977;44.55333882;109;108.4527547;-1
72.83543094;55.4616985;62.80127387;27.07397274;13.15294644;14;-1
5.385164807;3.605551275;125.8729518;2;120.9173271;122.3315168;-1
44.28317965;53.03772242;75.69015788;9.486832981;93.38094024;101.8331969;-1
13.60147051;0;61.40032573;13.60147051;48.25971405;61.40032573;-1
14.56021978;14.14213562;117.3882447;14.56021978;111.2115102;103.247276;-1
50.08991915;50.08991915;50.24937811;0;2;2;-1
5;24.08318916;84.40379138;28.01785145;88.48163651;60.46486583;-1
93.04837452;26.01922366;134.3577314;96.46242792;97.04638066;116.8289348;-1
110.317723;107.8146558;96.33275663;10.29563014;14.76482306;18.11077028;-1
141.4213562;141.4213562;140.7160261;0;1;1;-1
108.1896483;26.07680962;26.07680962;90.13878189;90.13878189;0;-1
140.0071427;140.0071427;140.0071427;0;0;0;-1
112.2942563;123.9879026;84.14867795;22.56102835;29.54657341;40.49691346;-1
94.11163584;13.60147051;32.20248438;107.4895344;102.9563014;30.88689042;-1
113.0707743;14.31782106;26.17250466;102.342562;133.0037593;40.44749683;-1
127.2870771;14.2126704;12.04159458;141.4213562;139.3018306;2.236067977;-1
50.009999;3;0;50.15974482;50.009999;3;-1
80.21221852;11.70469991;13.34166406;74.27651042;90.68627239;16.64331698;-1
52.03844733;6.32455532;4.472135955;50.6359556;50.35871325;2;-1
137.1860051;3;34;135.0592463;115.3776408;31;-1
5.656854249;3.605551275;2.828427125;2.236067977;2.828427125;1;-1
15.8113883;15.29705854;107.0046728;2;98.99494937;97.59098319;-1
0;0;1.414213562;0;1.414213562;1.414213562;-1
52.15361924;52.08646657;52.15361924;1;0;1;-1
74.46475676;21.02379604;20.02498439;54.08326913;55.71355311;2.236067977;-1
68.81860214;68.81860214;68.94200461;0;13.89244399;13.89244399;-1
3;4;50.009999;1;50.15974482;50.24937811;-1
20.61552813;1.414213562;114.8564321;21.84032967;102.5524256;115.1086443;-1
65.30696747;4.123105626;30;65.62011887;36.40054945;31.25699922;-1
40.31128874;51.26402247;119.2811804;40.16217126;108.2266141;70.71067812;-1
58.00862005;58.69412236;90.62008607;8;43.60045871;50.24937811;-1
10;21.54065923;128.6895489;26.90724809;135.2072483;108.3005078;-1
24.08318916;32.64965543;82.75868534;13.34166406;106.7754653;114.4770719;-1
13.34166406;3;119.0965994;13;125.8967831;116.8460526;-1
1.414213562;36.06937759;110.3086579;34.6554469;108.8944443;74.24957912;-1
49.09175083;1.414213562;1.414213562;50.15974482;50.15974482;0;-1
124.4507935;11.3137085;4.242640687;135.764502;128.6934342;7.071067812;-1
140.7160261;88.48163651;57.00877125;56.35601121;108.853112;74.33034374;-1
75.13321503;48.16637832;88.39117603;35.05709629;29.42787794;40.36087214;-1
16.15549442;26.17250466;91.70605214;13.34166406;94.04786016;85.70297544;-1
2.828427125;3.605551275;2.236067977;6.403124237;5;1.414213562;-1
65;35.35533906;132.2762261;35;75.17978452;96.9381246;-1
5.099019514;2.828427125;2.236067977;4.242640687;3.605551275;1;-1
91.24143795;21.9317122;12.72792206;113.1459235;103.9663407;9.219544457;-1
117.034183;84.64632302;62.62587325;32.52691193;56.82429058;27.29468813;-1
135.0592463;3.605551275;1;131.5294644;134.3502884;3.16227766;-1
50.24937811;50.15974482;50.009999;1;4;3;-1
91.80958556;52.47856705;50.7740091;107.3545528;105.5888252;2;-1
18;25;70.71067812;43;84.40379138;55.90169944;-1
141.4213562;141.4213562;120.2081528;0;21.21320344;21.21320344;-1
110.6028933;23.02172887;17.72004515;126.574089;118.0889495;8.485281374;-1
53.45091206;35.0142828;7.071067812;71.42128534;55.03635162;28;-1
50.35871325;16.64331698;2;62.29767251;50.6359556;15;-1
83.00602388;65.96969001;60.41522987;93.34880824;76.36753237;17.02938637;-1
106.1037228;13.41640786;5.099019514;118.8023569;110.3086579;8.602325267;-1
4.472135955;9;132.321578;5.385164807;133.6450523;138.6001443;-1
7.615773106;25.07987241;94.49338601;31.06444913;101.3163363;70.71067812;-1
28.23118843;0;141.4213562;28.23118843;115.7454103;141.4213562;-1
81.34494453;46.86149806;33.61547263;89.02246907;114.0219277;53.00943312;-1
0;1;50.009999;1;50.009999;50.03998401;-1
49.64876635;1.414213562;3.16227766;50.48762225;51.19570294;4;-1
50.08991915;2;2;50.24937811;50.24937811;0;-1
23;39.56008089;141.4213562;19.79898987;126.2101422;106.606754;-1
89.27485648;17.08800749;37.69615365;104.6613587;79.7057087;41.0487515;-1
21.9317122;3.605551275;129.5569373;18.97366596;122.4418229;130.1383879;-1
97.5807358;80.43009387;91.83136719;19.92485885;12.36931688;11.40175425;-1
69.52697318;64.63745044;68.68041933;8;9.219544457;15.65247584;-1
87.64131446;65.96969001;69.28924881;78.39005039;19.02629759;63.2534584;-1
76.92203845;94.04786016;70.34202158;32.06243908;61.29437168;49.04079934;-1
116.1077086;48.83646179;56.5862174;85.60373824;117.1366723;33.24154028;-1
132.9435971;95.0210503;98.08159868;95;97.04638066;3.605551275;-1
5;6.32455532;81.39410298;10.04987562;76.4852927;84.17244205;-1
29.52964612;26.40075756;100.0049999;25.07987241;73.24616031;96.17692031;-1
36.01388621;25.05992817;100.4390362;33.24154028;125.399362;92.19544457;-1
5.099019514;2.236067977;129.4024729;6.708203932;125.1758763;131.5218613;-1
108.853112;7;65.29931087;111.8033989;84.21995013;62.39390996;-1
121.6059209;33.01514804;32.14031736;96.26006441;95.48298278;2.236067977;-1
107.5639345;87;73.57309291;20.61552813;38.48376281;22;-1
135.0740538;81.39410298;89.45389874;80.8084154;88.141931;102.5524256;-1
140.7160261;2;95.75489544;139.3161871;87.14355972;95.52486587;-1
80.72174428;43.56604182;28.7923601;38.60051813;107.0560601;68.62215386;-1
67.54257916;36.05551275;79.25906888;31.90611227;140.014285;109.0412766;-1
1;1.414213562;120.9173271;1;120.2081528;119.503138;-1
112.5388822;7.211102551;11.40175425;105.4182147;102.5329215;5.099019514;-1
70.00714249;0;3;70.00714249;67.89698079;3;-1
84.85281374;86.2670273;76.57675888;1.414213562;10.19803903;11.40175425;-1
101.1187421;120.2081528;98.35141077;19.10497317;4;22.20360331;-1
8.485281374;8.062257748;67.00746227;5.385164807;58.6003413;61.58733636;-1
11.18033989;8;114.7693339;3.605551275;105.3612832;108.9036271;-1
0;0;50.009999;0;50.009999;50.009999;-1
16.76305461;17;122.4948979;13.03840481;137.1860051;127.6636205;-1
1;2.236067977;140.014285;1.414213562;140.7160261;140.7160261;-1
126.9054766;85.72630868;89.84430978;59.66573556;57.87054518;4.123105626;-1
81.49233093;50.69516742;6.32455532;125.1758763;80.5294977;55.6596802;-1
30;9.899494937;40.24922359;30.23243292;37.94733192;31.01612484;-1
37.94733192;21.09502311;14.86606875;58.69412236;50.48762225;16.4924225;-1
14.4222051;10;15.29705854;24.41311123;29.15475947;7.615773106;-1
112.4322018;111.0360302;107.7125805;2;8.062257748;6.08276253;-1
52;56.61271942;52.20153254;33.54101966;83.60023923;63.3245608;-1
132.5481045;8.062257748;37.05401463;137.2078715;110.0181803;45.01110974;-1
21.9544984;6.403124237;94.40338977;16.15549442;99.24716621;92.9569793;-1
78.39005039;18.86796226;19.41648784;71.44928271;92.45539465;21.9317122;-1
10.04987562;24.73863375;110.8873302;34.36568055;104.0432602;123.434193;-1
103.3924562;100.6578363;109.8772042;3.16227766;14.86606875;17.4642492;-1
108.4066419;52.69724851;32.55764119;96.89685237;103.3247308;21.1896201;-1
13.03840481;13;53.14132102;17.69180601;41.59326869;58.83026432;-1
15.13274595;14.56021978;106.3014581;29.06888371;97;119.6327714;-1
72.13875519;75.32595834;53.15072906;51.4781507;48.09365863;22.20360331;-1
70.00714249;70.00714249;65.29931087;0;7;7;-1
18.68154169;66.12866247;128.082005;57.218878;111.8033989;75.27283707;-1
3.605551275;2.828427125;2;4.123105626;2.236067977;2;-1
34.4818793;5;30.08321791;31.78049716;4.472135955;27.31300057;-1
47.42362281;65.7951366;10.63014581;113.137085;58.05170109;55.22680509;-1
126.6570172;8.062257748;20.02498439;131.0457935;139.3018306;12;-1
3.605551275;5.385164807;48.27007354;8;44.91102315;52.77309921;-1
50.35871325;4;3;50.03998401;50.08991915;1;-1
105.4751155;29.15475947;30.41381265;84.17244205;78.10249676;8.062257748;-1
37.01351105;72.00694411;111.3642672;35.73513677;79.64923101;48.01041554;-1
49.64876635;24.08318916;7.280109889;71.16881339;51.00980298;28.01785145;-1
103.2375901;36.35931793;31.38470965;68.41052551;75.21303079;21.47091055;-1
18.86796226;14.31782106;66.60330322;16.2788206;84.85281374;72.00694411;-1
55.4616985;118.1058847;89.82761268;67.74215822;42.72001873;28.60069929;-1
36.138622;63.70243323;57.24508713;38.83297568;70.29224708;62.39390996;-1
16.76305461;103.0048543;7.810249676;118.9831921;21.02379604;102.8250942;-1
10.29563014;95.4253635;6.708203932;105.6030303;3.605551275;102.0049018;-1
6.32455532;127.7810628;7.280109889;130.2305648;1;130.9083649;-1
25;9.433981132;5.830951895;16.55294536;26.2488095;13.15294644;-1
9;5;50.99019514;4;50.009999;50.24937811;-1
60.90155991;67.94115101;10.77032961;127.2831489;63.2534584;64.03124237;-1
68.65857558;20.22374842;98.43271814;48.50773134;32.01562119;78.79086241;-1
70.71067812;70.71067812;70.71067812;0;0;0;-1
125.2517465;5.099019514;19.02629759;127.6636205;137.1787156;14;-1
71.61005516;45;80.8084154;31.57530681;19.6468827;36.06937759;-1
72.13875519;19.84943324;19.72308292;52.32590181;53.15072906;3.605551275;-1
8.602325267;24.75883681;44.38468204;24.59674775;50.35871325;67.11929678;-1
11.18033989;22.02271555;110.4219181;33.13608305;120.4325537;93.34880824;-1
35.80502758;26.40075756;21.58703314;50.24937811;52.49761899;11;-1
17.72004515;18.86796226;115.6243919;5.099019514;99.70456359;97;-1
17.72004515;33.12099032;75.43208866;16.2788206;90.50966799;106.7754653;-1
137.8876354;3.16227766;2;140.7160261;139.3018306;1.414213562;-1
125.09996;9.486832981;10.29563014;133.2066064;114.9782588;18.43908891;-1
8.544003745;25.49509757;93.43446901;33.30165161;101.1187421;67.94115101;-1
50.08991915;1;1;50.03998401;50.03998401;0;-1
0;0;1.414213562;0;1.414213562;1.414213562;-1
84.53401682;15.55634919;28.17800561;81.21576202;72.13875519;14.14213562;-1
0;0;141.4213562;0;141.4213562;141.4213562;-1
10.44030651;5;47.01063709;6;51.19570294;50.24937811;-1
31.01612484;45.48626166;104.6900186;26.92582404;87.23531395;61.29437168;-1
75.76938696;82.28000972;109.6220781;10.81665383;50.35871325;56.08029957;-1
6.32455532;108.1896483;8.602325267;102.5524256;3.16227766;99.70456359;-1
51.41984053;20.61552813;8.062257748;72.03471385;54.23098745;20;-1
2;2;50.15974482;0;50.03998401;50.03998401;-1
141.4213562;141.4213562;141.4213562;0;0;0;-1
4;9.433981132;53.93514624;8.062257748;50.009999;48.0416486;-1
62.80127387;8.062257748;12.16552506;68.15423685;50.6359556;18.35755975;-1
11.04536102;20.61552813;74.81310046;15.13274595;81.32035416;73.00684899;-1
62.28964601;11.40175425;11.70469991;51.7880295;51.97114584;1;-1
45.01110974;89.88882022;67.46851117;114.6908889;89.27485648;25.45584412;-1
93.43446901;78.54934755;78.54934755;56.35601121;56.35601121;0;-1
27;12.08304597;119.2811804;16.76305461;136.4880947;122.0245877;-1
90.68627239;7.071067812;19.23538406;94.75230868;102.3034701;12.16552506;-1
70.00714249;20.39607805;3.605551275;61.29437168;73.53910524;23.08679276;-1
118.8486432;48.10405388;68.15423685;81.34494453;104.4030651;84.59905437;-1
16.40121947;27.31300057;89.64373932;12.04159458;105.6456341;114.5512986;-1
64.03124237;33.24154028;115.9655121;32.75667871;82;88.48163651;-1
118.7939392;75.07329752;73.53910524;44.04543109;58.24087911;25.05992817;-1
99.46356117;111.7318218;102.3034701;66.09841148;70.23531875;13.03840481;-1
140.7160261;0;1;140.7160261;141.4213562;1;-1
86.83893136;97.08243919;103.7111373;14.14213562;18.35755975;7.280109889;-1
111.0180166;23.60084744;14.4222051;87.7268488;96.89685237;9.219544457;-1
140.7160261;117.686023;90.93404203;25.07987241;87.46427842;64.00781202;-1
20.22374842;22.36067977;82.80096618;7;70.17834424;75.60423269;-1
115.2605744;20;26.07680962;95.52486587;89.93886813;10.19803903;-1
95.13148795;42.29657197;135.1480669;101.5332458;97.08243919;106.4706532;-1
50.08991915;1;0;50.15974482;50.08991915;1;-1
73.59347797;76.57675888;77.3369252;4;5;1;-1
85.79627032;74.24957912;78.0320447;12.64911064;16.1245155;18.43908891;-1
18.11077028;18.02775638;118.4440796;35.22782991;105.9481005;126.0634761;-1
